Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,City,Locality,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name,Old_ID,id
5228.0,4.1,2037.0,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi,"G 14, Hudson Lane, Vijay Nagar, New Delhi",Delhi,Vijay Nagar,28.69448281,77.2042758,Cafeteria & Co. is a cozy cafe known for its great coffee and light bites.,Cafe,"[Air Conditioning, Takeaway Available, Credit Card Accepted, Family Dining, Indoor Seating]",,"Peri Peri Chicken Skewer, Tropical Heaven Sundae, Chicken Cannelloni, Banana Nutella Crepe, Chipotle Pizza, Blueberry Ice Cream | Highly Recommended, Amazing Atmosphere, Ambience is very Nice, Affordable, Cordial Staff",Cafeteria & Co.,9.17043E+11,1300.0,"Cafe, Continental, Italian, Fast Food, Oriental, Beverages",4.8,Cafeteria & Co.,12,cafeteria-co-fe5afa3a
2038.0,4.3,172.0,https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,"22/48, Ground Floor, First Floor And Second Floor, Commercial Complex, Malcha Marg, Chanakayapuri, New Delhi",Delhi,Chanakyapuri,28.60191756,77.18709189,"Sana-Di-Ge offers a culinary journey through the flavors of Mangalorean, Goan, South Indian, North Indian, and Kerala cuisines. Specializing in seafood dishes, the restaurant showcases the diverse and vibrant flavors of South India with authentic coastal dishes made from fresh, high-quality ingredients.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,,Sana-Di-Ge,9.11141E+11,2200.0,"Mangalorean, Seafood, Goan, South Indian, North Indian, Kerala",4.8,Sana-Di-Ge,13,sanadige-5affaad9
4077.0,4.3,125.0,https://www.zomato.com/ncr/pa-pa-ya-saket-new-delhi,"A-3, Select Citywalk, District Centre, Saket, New Delhi",Delhi,Select Citywalk Mall,28.52842842,77.21840534,"Pa Pa Ya offers a unique dining experience with its diverse Asian fusion cuisine. The menu features a delightful blend of flavors and textures, including specialty momos and innovative dishes inspired by Chinese, Japanese, and Malaysian culinary traditions.",Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,Good Food and Service,Pa Pa Ya,9.188E+11,2500.0,"Asian, Chinese, Thai, Japanese, Sushi, Malaysian, Momos, Beverages",4.8,Pa Pa Ya,14,pa-pa-ya-595b63e4
1742.0,4.2,643.0,https://www.zomato.com/ncr/yum-yum-cha-dlf-cyber-city,"2E, Ground Floor, Tower-A, Building 10, DLF Cyber City, Gurgaon",Gurgaon,Cyber Hub,28.4950508,77.0876302,"Yum Yum Cha is a vibrant Asian eatery specializing in Japanese cuisine and sushi, offering an extensive menu of delicious rolls and tempting desserts.",5 Star/Luxury,"[Air Conditioning, WiFi, Serves Alcohol, Parking Available, Credit Card Accepted, Serves Wine, Full Bar Available]",,"Spicy Basil Noodle, Takoyaki, Crispy Corn Cakes, Chilli Bowl, Sashimi Platter, Mochi Ice Cream | Gastronomical Experience, Themed Decor, Comfortable Seating, Decoration, Fancy Crowd",Yum Yum Cha,9.1981E+11,1800.0,"Asian, Japanese, Sushi, Desserts, Beverages, Rolls",4.8,Yum Yum Cha,15,yum-yum-cha-abacafd9
1472.0,4.3,2115.0,https://www.zomato.com/ncr/coast-cafe-hauz-khas-village-new-delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",Delhi,Hauz Khas Village,28.55481538,77.19520323,"Coast Cafe brings a taste of Kerala to New Delhi with its authentic coastal cuisine. From traditional dishes like appam and stew to fusion creations with a continental twist, this restaurant offers a unique dining experience that transports diners to the shores of the Arabian Sea. Enjoy their signature seafood delicacies and refreshing coconut-infused cocktails that complement the vibrant flavors of the Kerala coast.",Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available]",,"Garam Curry Chicken, Aubergine Curry, Masala Fish Curry, Kerala Fish Fry, Kokum Curry, Avial | Balcony Seating, Classy Decor, Perfect Setting, Calm, Beautiful Cafe, Perfect Ambience",Coast Cafe,9.11142E+11,1400.0,"Continental, Kerala",4.8,Coast Cafe,16,coast-cafe-9f4fc763
3077.0,4.3,1831.0,https://www.zomato.com/ncr/pizzaexpress-dlf-phase-3,"T-317, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",Gurgaon,Ambience Mall,28.50264536,77.09726773,PizzaExpress offers a unique dining experience with their signature pizzas and handmade desserts.,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Full Bar Available, Serves Alcohol, Family Dining]",,Good Food and Service,PizzaExpress,9.11245E+11,1000.0,"Fast Food, Italian, Beverages, Desserts",4.8,PizzaExpress,17,pizzaexpress-716aa255
884.0,,0.0,https://www.zomato.com/ncr/the-big-chill-cakery-sector-18-noida,"Ground Floor, DLF Mall Of India, Sector 18, Noida",Noida,DLF Mall of India,28.56788211,77.32097134,"The Big Chill Cakery is a vintage English cake shop & patisserie offering a wide variety of hand-made cakes, tarts, pies, cookies, desserts, and freshly-churned gourmet ice cream. With over 20 years of experience in serving premium quality American desserts, it combines old world charm with a funky retro cool ambiance.",Casual Dining,"[Air Conditioning, Indoor Seating, Parking Available, WiFi, Takeaway Available, Credit Card Accepted]",,"Triple Chocolate Cheesecake, Irish Tiramisu, Mushroom Tart, Irish Cream Coffee, Flaky Pastry, Mississippi Mud | Pretty Decor, Behavior, More Variety, Good Options",The Big Chill Cakery,9.11206E+11,400.0,"Bakery, Desserts",4.8,The Big Chill Cakery,18,the-big-chill-cakery-1fb77161
3731.0,4.3,348.0,https://www.zomato.com/ncr/music-mountains-hillside-cafe-greater-kailash-gk-1-new-delhi,"M-23, M Block Market, Greater Kailash (GK) 1, New Delhi",Delhi,M Block Market,28.5497806,77.2358045,Music & Mountains offers a diverse menu featuring Italian cuisine and continental dishes.,Cafe,"[Outdoor Seating, Air Conditioning, WiFi, Full Bar Available, Live Entertainment, Parking Available, Credit Card Accepted, Pet Friendly]",,Good Food and Service,Music & Mountains - Hillside Cafe,9.17828E+11,2100.0,"Cafe, Italian, Continental, Fast Food, Salad, Beverages",4.7,Music & Mountains,19,music-mountains-hill-54a42995
6509.0,4.3,10500.0,https://www.zomato.com/ncr/gulati-pandara-road-new-delhi,"6, Pandara Road Market, New Delhi",Delhi,Pandara Road Market,28.608007,77.23014,"Established in 1959, Gulati began as a modest dhaba and has transformed into an elegantly ornated fine dining restaurant. It features signature dishes like Burrah Akbari, Kakori Kebab, and Hyderabadi Dumpukht Biryanis, offering an extensive menu of 175 exotic recipes.",Fine Dining,"[Air Conditioning, Credit Card Accepted, Parking Available, Takeaway Available, Home Delivery, Family Dining]",,"Paneer Gilafi, Neza Kebab, Shahi Veg Platter, Handi Gosht, Methi Paneer, Hyderabadi Veg Biryani | Perfect Family Restaurant, Worth Waiting, Good for Large Groups, Comfortable Seating Area",Gulati,9.11123E+11,2500.0,"North Indian, Biryani, Hyderabadi, Mughlai, Kebab",4.7,Gulati,20,gulati-c3c7109a
2734.0,3.2,21.0,https://www.zomato.com/ncr/olive-bar-kitchen-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",Delhi,Mehrauli,28.52577788,77.18435403,"Olive Qutub is a hideaway where food, laughter, culture, and conversation come together in a delightful Mediterranean melting pot. Enjoy a menu that showcases the rich flavors of Mediterranean cuisine.",Bar/Lounge,"[Outdoor Seating, Air Conditioning, Valet Available, Parking Available, WiFi, Indoor Seating, Smoking Area, Full Bar Available]",,"Cheese Souffle, Fettucine, Scallops, Gnocchi, Sunday Brunches, Date Night | Romantic Vibe, Romantic Setting, Sophisticated, Perfect Setting",Olive Bar & Kitchen,9.1981E+11,4000.0,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",4.7,Olive Bar & Kitchen,21,olive-bar-kitchen-7f19ecbc
1068.0,3.9,20.0,https://www.zomato.com/ncr/the-grammar-room-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",Delhi,Mehrauli,28.52594107,77.1843309,The Grammar Room is a cozy cafe that reinvents the vocabulary of fine dining with a Mediterranean feel. Enjoy comfort food and specialty coffee in a quaint hangout space designed for leisurely conversations.,Casual Dining,"[Indoor Seating, Outdoor Seating, WiFi, Work-Friendly Environment, Blankets Available]",,"Mushroom Melt, Spicy Fries, French Toast, Dessert Counter, Cookie, Mocha | Romantic Seating, Outdoor, Brunch, Cozy",The Grammar Room,9.17429E+11,1200.0,"Continental, Desserts, Beverages",4.7,The Grammar Room,22,the-grammar-room-3ed4adc1
1155.0,,0.0,https://www.zomato.com/ncr/chaina-ram-sindhi-confectioners-chandni-chowk-delhi,"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",Delhi,Chandni Chowk,28.65659478,77.22325142,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Sev Badam, Sohan Halwa, Pinni, Malai Ghewar, Poori Chole, Kaju Barfi | Sweetshop+Restaurant, Breakfast, Owner, Good Taste",Chaina Ram Sindhi Confectioners,9.11124E+11,350.0,"Mithai, Street Food",4.7,Chaina Ram Sindhi Confectioners,23,chaina-ram-sindhi-co-b5917112
1630.0,,0.0,https://www.zomato.com/ncr/sevilla-the-claridges-dr-apj-abdul-kalam-road,"The Claridges, 12, Dr. A.P.J. Abdul Kalam Road, Dr APJ Abdul Kalam Road, Delhi NCR",Delhi,The Claridges,28.6003355,77.2169236,Sevilla - The Claridges is an upscale fine dining restaurant specializing in Spanish cuisine. The menu features carefully crafted Spanish dishes that showcase premium ingredients and culinary excellence.,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Family Dining]",,"Patata Bravas, Corn Fed Chicken, Date Night, Duck, Risotto, Sangria | Romantic Getaway, Romantic Setting, Candle Light Dinner, Sophisticated, Perfect Setting",Sevilla - The Claridges,9.1114E+11,4500.0,"Spanish, Italian, Desserts",4.7,Sevilla,24,sevilla-the-claridge-24d0fcfd
1194.0,3.9,46.0,https://www.zomato.com/ncr/bo-tai-1-mehrauli-new-delhi,"6/4, Kalka Das Marg, Near Qutub Minar, Mehrauli, New Delhi",Delhi,Mehrauli,28.52563884,77.18419746,"Horn Please Restro Cafe offers a diverse menu featuring North Indian, Chinese, and Mughlai cuisines, providing an at-home taste experience.",Fine Dining,"[Smoking Area, Air Conditioning, Valet Available, Home Delivery, Parking Available, Credit Card Accepted, Amex Accepted, Outdoor Seating, TV/Screening]",,The restaurant uses Bamboo and Copper straws as eco-friendly alternatives.,Bo Tai,9.19871E+11,2500.0,"Thai, Japanese, Asian, Beverages",4.7,Bo Tai,25,bo-tai-3a4f5f48
3291.0,4.3,6149.0,https://www.zomato.com/ncr/cafe-wink-anand-vihar-new-delhi,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",Delhi,Anand Vihar,28.6573105,77.3171005,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",,"Bbq Spaghetti, Bbq Lasagna, Veg Omelette, Spaghetti Arrabiata, Pasta Al Forno, Exotica Garlic Bread | Pretty Cafe, Good Food Good Quality, Affordable, Awesome Cafe, Cute Ambience",Cafe Wink,9.1813E+11,800.0,"Cafe, Continental, Italian",4.7,Cafe Wink,26,cafe-wink-d7f89258
3829.0,,0.0,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi,"2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi,Delhi University-GTB Nagar,28.69486926,77.20431905,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Full Bar Available, Serves Alcohol]",,"Baked Chicken Toscana, Spicy Mango Mojito, Classic Chicken Steak, Choco Ball, Mushroom Melt, Blueberry Pie | Variety of Pasta, Great for Birthdays, Quiet, Sit and Read, Cozy Environment, Reasonable Cost",Spezia Bistro,9.1999E+11,900.0,"Pizza, Chinese, Momos, Fast Food, Italian, Beverages, Continental",4.7,Spezia Bistro,27,spezia-bistro-19403b5c
782.0,,0.0,https://www.zomato.com/ncr/evoo-eatery-and-pizzeria-geetanjali-enclave-new-delhi,"B-2, Ground Floor, Shivalik, Geetanjali Pancheel Road, Near Sri Aurobindo College, Geetanjali Enclave, New Delhi",Delhi,Geetanjali Enclave,28.53327099,77.20625997,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available, Family Dining]",,"Grilled Chicken Stuffed, Chocolate Orange, Lamb Shank, Gnocchi, Pepperoni Pizza, Tiramisu | Authentic, Themed Decor, Gastronomical Experience, Cozy, Courteous Staff, Live Entertainment",Evoo - Eatery And Pizzeria,9.18368E+11,1500.0,"Cafe, Italian, Desserts, Beverages",4.7,Evoo,28,evoo-eatery-and-pizz-073921f9
2337.0,4.4,2669.0,https://www.zomato.com/ncr/oh-calcutta-greater-kailash-gk-2-new-delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash 2 (GK 2), New Delhi",Delhi,Greater Kailash 2 (GK2),28.53725711,77.23862182,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available, Family Dining]",,"Good Food and Service, Live Entertainment",Oh! Calcutta,9.1931E+11,1500.0,"Bengali, Desserts",4.7,Oh! Calcutta,29,oh-calcutta-539f8617
954.0,4.3,619.0,https://www.zomato.com/ncr/greenr-cafe-sector-15,"EL-01, 1st Floor, 32nd Milestone, NH 8, Part 2, Sector 15, Gurgaon",Gurgaon,32nd Avenue,28.4615361,77.04978224,"Greenr Cafe offers a unique blend of Italian, Mexican, and Mediterranean cuisines, focusing on healthy food and fresh salads. The restaurant emphasizes a culinary philosophy that prioritizes balance and flavor, using high-quality ingredients prepared by trained chefs.",Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available, Family Dining]",,focussed on nutritive and processed-food-free vegetarianism. Engaging art and lifestyle workshops are an integral part of our experiential cafe.,Greenr Cafe,9.17043E+11,1200.0,"Cafe, Italian, Mexican, Salad, Healthy Food, Desserts, Mediterranean",4.7,Greenr Cafe,30,greenr-cafe-c8b8c61b
5344.0,,0.0,https://www.zomato.com/ncr/downtown-diners-living-beer-cafe-sector-29,"SCO 34, Main Market, Sector 29, Gurgaon",Gurgaon,Sector 29,28.46814663,77.06374515,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol]",,"American Fried Chicken, Veg Farm Pizza, Strawberry Margarita, Vegetable Seekh, Dark Beer, Fattoush | Nice Ambience with Music, Xbox, Bowling, Best Pub, Rock Music, Wooden Interiors",Downtown - Diners & Living Beer Cafe,9.19582E+11,2200.0,"Bar Food, North Indian, Fast Food, Italian, Chinese, Beverages",4.7,Downtown,31,downtown-diners-livi-90400272
3956.0,4.3,3545.0,https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",Delhi,Pacific Mall,28.64220025,77.10657667,"Chili's Grill & Bar is known for its diverse menu featuring Mexican cuisine and premium beverages. Highlights include the molten chocolate chunk, cajun pasta, smoked chicken leg, santa fe salad, and triple dipper.",Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Parking Available, Family Dining]",,"Molten Chocolate Chunk, Cajun Pasta, Smoked Chicken Leg, Santa Fe Salad, Tripple Dipper, Grilled Chicken Fajita | Variety of Selection, Good Server, Relaxed Atmosphere",Chili's Grill & Bar,9.19711E+11,1200.0,"Mexican, Italian, American, Tex-Mex, Beverages, Desserts",4.7,Chili's Grill & Bar,32,chilis-grill-bar-464a236c
2696.0,4.3,3613.0,https://www.zomato.com/ncr/theos-sector-41-noida,"Near HP Petrol Pump, Dynamic House, Main Dadri Road, Sector 41, Noida",Noida,Sector 41,28.56147307,77.36089703,,5 Star/Luxury,"[Air Conditioning, Valet Available, Home Delivery, Serves Alcohol, Parking Available, Takeaway Available, Credit Card Accepted, Full Bar Available, Outdoor Seating, TV/Screening, Digital Wallet Accepted]",,Good Food and Service,Theos,9.1875E+11,1500.0,"Cafe, Desserts, Salad",4.7,Theos,33,theos-968853cc
1169.0,4.2,188.0,https://www.zomato.com/ncr/kuuraku-golf-course-road,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",Gurgaon,Global Foyer Mall,28.45988429,77.09414564,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available]",,"Good Food and Service, Live Entertainment",Kuuraku,9.19818E+11,1700.0,"Japanese, Sushi",4.7,Kuuraku,34,kuuraku-74fbcb18
1019.0,,1.0,https://www.zomato.com/ncr/threesixtyone-degrees-the-oberoi-udyog-vihar,"443, Phase 5, Udyog Vihar, Gurgaon",Gurgaon,The Oberoi,28.50198271,77.08698515,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Family Dining]",,"Buffet, Chocolate Cake, Thai Curry, Salads, Virgin Mojito, Dimsums | Outside Deck, Poolside View, Sophisticated, Amazing View, Beautiful View, Luxury, Live Entertainment",Threesixtyone Degrees - The Oberoi,9.11242E+11,5500.0,"Asian, Continental, North Indian, Mughlai, Desserts, Beverages",4.7,Threesixtyone Degrees,35,threesixtyone-degree-9fae98cf
